"Record ID","Temperature","Turbidity (cm)","Dissolved Oxygen (mg L-1)","Biochemical Oxygen Demand (mg L-1)","Carbon Dioxide (mg L-1)","pH","Total Alkalinity (mg L-1 as CaCO3)","Total Hardness (mg L-1 as CaCO3)","Calcium (mg L-1)","Estimated Magnesium (mg L-1)","Ammonia (mg L-1)","Nitrite (mg L-1)","Phosphorus (mg L-1)","Hydrogen Sulphide (mg L-1)","Plankton Abundance (No. L-1)","Water Quality Index (WQI)","WQI-Derived Quality Label","WQI-Derived Quality Category","WQI-Derived Aquaculture Suitability Classification","WQI-Derived Aquaculture Suitability Description"
"3557","25.678","63.170","6.396","1.121","1.931","7.656","109.104","177.267","47.007","14.544","0.021","0.001","0.024","0.001","6193","97.72","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3558","25.951","68.237","6.440","1.115","2.140","7.771","115.455","165.132","42.969","14.045","0.022","0.001","0.019","0.001","5973","97.20","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3559","25.851","59.649","6.548","1.052","1.895","7.795","114.468","149.950","39.001","12.765","0.020","0.001","0.016","0.001","6536","97.16","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3560","25.584","73.755","6.483","1.105","2.235","7.782","101.173","150.355","40.723","11.819","0.021","0.001","0.012","0.001","6114","97.17","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3561","26.074","61.007","6.339","1.082","1.730","7.664","117.230","182.938","47.549","15.592","0.021","0.001","0.017","0.001","5898","97.72","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3562","25.686","68.301","6.406","1.045","1.907","7.651","106.340","165.876","44.275","13.434","0.022","0.001","0.018","0.001","6543","97.81","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3563","25.680","77.341","6.400","1.047","2.019","7.743","102.400","149.831","40.433","11.867","0.021","0.001","0.014","0.001","6348","97.40","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3564","25.649","60.694","6.392","1.057","1.760","7.654","119.304","153.045","39.248","13.366","0.020","0.001","0.011","0.001","6193","97.79","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3565","26.059","76.205","6.486","1.014","2.344","7.643","112.699","154.356","40.402","12.985","0.022","0.001","0.022","0.001","6416","97.87","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3566","25.746","67.584","6.469","1.039","1.954","7.692","113.633","184.530","48.414","15.454","0.020","0.001","0.014","0.001","5929","97.64","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3567","25.776","73.073","6.386","1.004","2.348","7.746","102.533","157.037","42.357","12.451","0.021","0.001","0.015","0.001","6039","97.42","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3568","25.981","72.287","6.561","1.095","2.114","7.736","105.167","171.749","45.999","13.815","0.020","0.001","0.019","0.001","6422","97.39","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3569","25.510","58.837","6.352","1.130","1.991","7.751","121.665","155.807","39.705","13.760","0.021","0.001","0.022","0.001","6047","97.29","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3570","25.560","71.715","6.499","1.054","1.844","7.771","118.645","173.206","44.757","14.922","0.021","0.001","0.023","0.001","6489","97.26","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3571","25.549","68.017","6.367","1.037","1.792","7.702","119.863","159.399","40.891","13.913","0.021","0.001","0.018","0.001","6012","97.59","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3572","25.415","59.308","6.440","1.126","2.080","7.651","114.587","177.878","46.507","14.995","0.022","0.001","0.018","0.001","6092","97.73","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3573","26.026","73.382","6.406","1.107","1.780","7.711","117.055","160.853","41.623","13.822","0.021","0.001","0.018","0.001","6591","97.49","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3574","25.421","76.076","6.369","1.038","1.949","7.770","119.908","161.562","41.468","14.088","0.020","0.001","0.022","0.001","6170","97.29","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3575","25.420","62.492","6.413","1.052","2.115","7.689","104.315","177.298","47.596","14.194","0.021","0.001","0.015","0.001","6553","97.64","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3576","26.014","79.266","6.539","1.111","2.159","7.761","115.646","160.997","41.833","13.730","0.021","0.001","0.023","0.001","6588","97.26","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3577","25.963","65.875","6.490","1.122","1.982","7.654","104.654","148.487","39.797","11.927","0.020","0.001","0.021","0.001","6091","97.74","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3578","26.026","64.876","6.447","1.096","1.861","7.667","115.492","168.589","43.896","14.323","0.022","0.001","0.010","0.001","6526","97.69","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3579","26.080","74.347","6.436","1.040","1.715","7.793","115.961","156.723","40.644","13.413","0.020","0.001","0.013","0.001","6478","97.18","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3580","25.425","79.689","6.480","1.031","2.032","7.770","109.699","180.469","47.797","14.842","0.020","0.001","0.021","0.001","6359","97.30","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3581","25.549","77.237","6.423","1.077","2.057","7.769","118.893","166.080","42.808","14.373","0.020","0.001","0.024","0.001","6351","97.26","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3582","25.909","68.775","6.378","1.091","2.234","7.785","116.855","167.622","43.470","14.346","0.022","0.001","0.016","0.001","6060","97.16","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3583","26.111","67.660","6.356","1.006","2.094","7.791","104.237","146.362","39.276","11.727","0.020","0.001","0.021","0.001","5965","97.22","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3584","25.824","80.815","6.474","1.134","2.023","7.794","109.361","182.506","48.387","14.979","0.021","0.001","0.026","0.001","6563","97.09","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3585","25.815","64.801","6.422","1.110","2.048","7.706","101.661","160.489","43.392","12.661","0.020","0.001","0.025","0.001","6453","97.51","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3586","26.086","65.277","6.347","1.056","1.986","7.686","103.762","149.633","40.214","11.952","0.021","0.001","0.018","0.001","6069","97.65","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3587","25.904","68.298","6.412","1.091","1.858","7.767","112.749","149.360","39.050","12.592","0.022","0.001","0.020","0.001","6241","97.24","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3588","25.650","68.432","6.483","1.081","2.249","7.796","107.137","175.530","46.778","14.261","0.021","0.001","0.016","0.001","5922","97.13","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3589","25.656","69.322","6.460","1.050","1.999","7.685","118.005","149.906","38.560","13.021","0.020","0.001","0.012","0.001","6179","97.66","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3590","26.081","62.787","6.510","1.031","2.119","7.700","116.206","156.231","40.482","13.392","0.020","0.001","0.014","0.001","6083","97.61","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3591","25.633","69.731","6.538","1.143","2.086","7.684","100.160","168.709","45.788","13.205","0.021","0.001","0.012","0.001","6080","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3592","25.441","78.299","6.564","1.101","1.763","7.717","116.777","168.158","43.624","14.383","0.022","0.001","0.026","0.001","6542","97.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3593","25.819","62.780","6.471","1.075","1.842","7.799","103.470","174.535","46.955","13.912","0.021","0.001","0.018","0.001","6071","97.12","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3594","25.878","58.656","6.345","1.059","1.898","7.655","112.743","153.500","40.166","12.920","0.022","0.001","0.022","0.001","6419","97.78","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3595","25.941","63.390","6.556","1.030","1.706","7.729","121.514","183.460","47.170","15.949","0.020","0.001","0.022","0.001","6333","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3596","26.096","70.756","6.536","1.115","2.173","7.689","100.211","152.917","41.529","11.952","0.020","0.001","0.018","0.001","6124","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3597","25.632","70.445","6.378","1.058","2.222","7.663","109.382","167.950","44.465","13.822","0.021","0.001","0.017","0.001","6014","97.75","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3598","25.956","75.520","6.488","1.015","2.353","7.709","109.805","183.065","48.484","15.056","0.022","0.001","0.023","0.001","6191","97.57","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3599","25.615","73.051","6.356","1.125","1.737","7.692","101.564","175.025","47.318","13.811","0.020","0.001","0.020","0.001","6579","97.56","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3600","26.058","73.906","6.531","1.088","2.158","7.731","110.671","173.831","45.892","14.385","0.021","0.001","0.017","0.001","6365","97.41","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3601","25.892","74.571","6.468","1.089","1.763","7.669","101.895","167.985","45.382","13.275","0.021","0.001","0.015","0.001","6413","97.69","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3602","25.622","69.337","6.416","1.043","1.889","7.674","115.913","179.173","46.695","15.196","0.022","0.001","0.015","0.001","5989","97.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3603","25.645","64.917","6.366","1.098","1.957","7.733","107.249","175.484","46.752","14.265","0.020","0.001","0.022","0.001","6146","97.40","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3604","25.925","61.178","6.346","1.061","1.686","7.791","109.965","159.267","42.056","13.175","0.021","0.001","0.021","0.001","5896","97.17","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3605","25.545","70.594","6.577","1.105","2.102","7.755","110.372","146.861","38.666","12.218","0.021","0.001","0.019","0.001","6059","97.29","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3606","25.728","70.853","6.361","1.091","2.019","7.787","110.407","167.380","44.187","13.853","0.022","0.001","0.024","0.001","6488","97.15","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3607","25.674","77.069","6.496","1.131","1.909","7.763","108.240","154.178","40.895","12.643","0.022","0.001","0.011","0.001","6528","97.23","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3608","25.566","74.117","6.432","1.038","1.673","7.712","121.807","165.120","42.196","14.511","0.022","0.001","0.024","0.001","6119","97.54","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3609","25.795","74.484","6.469","1.001","2.150","7.657","114.170","163.946","42.806","13.856","0.021","0.001","0.020","0.001","5948","97.83","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3610","26.008","62.650","6.529","1.104","1.913","7.796","101.305","166.298","44.999","13.097","0.021","0.001","0.011","0.001","6320","97.11","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3611","25.751","65.763","6.527","1.116","2.356","7.738","103.941","175.620","47.190","14.033","0.021","0.001","0.026","0.001","6036","97.36","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3612","25.865","62.161","6.505","1.054","2.240","7.693","108.345","178.545","47.443","14.590","0.020","0.001","0.024","0.001","6214","97.62","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3613","25.554","75.246","6.481","1.046","1.974","7.687","111.039","182.707","48.238","15.118","0.021","0.001","0.015","0.001","6462","97.65","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3614","26.126","71.295","6.417","1.128","2.069","7.722","119.552","184.375","47.654","15.877","0.020","0.001","0.019","0.001","5902","97.42","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3615","25.415","75.307","6.560","1.067","2.348","7.780","106.208","148.640","39.650","12.053","0.021","0.001","0.016","0.001","6589","97.21","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3616","25.853","65.002","6.511","1.132","2.323","7.797","112.633","174.548","45.847","14.587","0.022","0.001","0.016","0.001","6190","97.07","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3617","26.002","60.632","6.348","1.096","2.045","7.780","121.663","175.796","45.088","15.350","0.021","0.001","0.018","0.001","6213","97.19","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3618","25.709","71.638","6.349","1.018","2.311","7.729","120.377","153.176","39.153","13.456","0.021","0.001","0.023","0.001","6359","97.49","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3619","26.054","60.433","6.527","1.065","2.201","7.725","111.821","176.450","46.458","14.678","0.021","0.001","0.018","0.001","6107","97.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3620","25.779","75.992","6.476","1.048","2.354","7.726","116.005","160.586","41.679","13.724","0.020","0.001","0.026","0.001","6168","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3621","26.100","74.561","6.481","1.115","1.961","7.743","119.806","163.953","42.124","14.271","0.020","0.001","0.016","0.001","6448","97.34","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3622","25.848","58.984","6.474","1.075","1.797","7.684","120.334","155.164","39.694","13.611","0.021","0.001","0.024","0.001","6385","97.64","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3623","25.889","63.242","6.395","1.014","2.290","7.725","106.119","153.968","41.096","12.470","0.021","0.001","0.011","0.001","6416","97.51","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3624","26.071","73.791","6.487","1.065","2.350","7.693","116.067","163.665","42.500","13.973","0.021","0.001","0.023","0.001","6294","97.61","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3625","25.734","68.732","6.551","1.138","2.266","7.684","108.544","182.666","48.529","14.932","0.021","0.001","0.016","0.001","6327","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3626","25.866","69.637","6.425","1.064","1.701","7.700","117.080","161.799","41.875","13.899","0.022","0.001","0.014","0.001","6027","97.57","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3627","25.565","66.467","6.419","1.023","1.810","7.804","100.462","162.942","44.198","12.768","0.021","0.001","0.021","0.001","6525","97.14","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3628","25.814","72.314","6.374","1.084","2.250","7.764","101.851","171.724","46.394","13.569","0.021","0.001","0.026","0.001","5955","97.27","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3629","25.488","68.817","6.507","1.137","1.894","7.713","105.295","164.869","44.131","13.277","0.022","0.001","0.019","0.001","6095","97.45","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3630","25.622","65.163","6.469","1.121","2.290","7.780","106.120","155.163","41.417","12.566","0.021","0.001","0.024","0.001","6524","97.16","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3631","25.802","77.408","6.528","1.012","1.760","7.722","106.115","162.626","43.427","13.159","0.022","0.001","0.019","0.001","6438","97.52","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3632","25.543","66.355","6.468","1.123","2.336","7.730","107.138","170.098","45.315","13.829","0.022","0.001","0.017","0.001","6010","97.38","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3633","25.611","80.396","6.387","1.135","1.830","7.763","115.239","184.713","48.268","15.587","0.020","0.001","0.019","0.001","6543","97.23","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3634","25.580","67.590","6.529","1.142","1.706","7.683","106.881","179.282","47.820","14.540","0.021","0.001","0.015","0.001","6484","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3635","25.805","70.340","6.550","1.116","2.084","7.703","119.585","182.723","47.205","15.748","0.020","0.001","0.021","0.001","6023","97.52","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3636","25.811","70.023","6.469","1.035","2.302","7.764","113.320","176.738","46.354","14.811","0.020","0.001","0.017","0.001","6216","97.32","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3637","25.857","71.427","6.476","1.038","2.249","7.721","104.481","148.473","39.815","11.912","0.022","0.001","0.012","0.001","6093","97.50","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3638","25.414","78.664","6.498","1.015","2.316","7.750","120.675","176.032","45.271","15.296","0.021","0.001","0.019","0.001","6369","97.39","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3639","25.548","66.968","6.500","1.041","1.956","7.789","112.556","169.867","44.596","14.209","0.021","0.001","0.012","0.001","6051","97.20","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3640","25.754","80.347","6.370","1.023","2.062","7.694","103.081","159.294","42.898","12.671","0.020","0.001","0.025","0.001","6371","97.64","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3641","25.427","66.480","6.408","1.105","2.131","7.687","107.129","172.361","45.926","14.008","0.021","0.001","0.015","0.001","6403","97.60","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3642","25.753","62.660","6.502","1.063","1.779","7.742","107.692","181.676","48.366","14.790","0.021","0.001","0.022","0.001","5950","97.39","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3643","25.468","71.257","6.438","1.106","2.272","7.668","112.472","149.340","39.079","12.569","0.021","0.001","0.023","0.001","6294","97.68","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3644","25.593","74.152","6.476","1.143","1.953","7.673","115.138","158.681","41.271","13.508","0.022","0.001","0.011","0.001","6043","97.62","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3645","25.829","70.232","6.383","1.118","2.230","7.773","110.004","167.617","44.300","13.842","0.021","0.001","0.014","0.001","5948","97.20","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3646","25.522","74.477","6.533","1.083","1.796","7.656","106.446","173.926","46.430","14.082","0.021","0.001","0.020","0.001","6021","97.76","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3647","25.707","78.940","6.487","1.071","2.360","7.752","116.521","157.566","40.803","13.521","0.022","0.001","0.023","0.001","6593","97.33","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3648","26.051","78.292","6.384","1.033","2.270","7.670","121.481","170.081","43.571","14.882","0.022","0.001","0.021","0.001","5888","97.73","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3649","26.024","64.548","6.352","1.022","2.245","7.700","109.848","153.972","40.644","12.745","0.022","0.001","0.011","0.001","6110","97.61","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3650","25.801","79.274","6.568","1.103","1.952","7.728","104.630","180.753","48.489","14.491","0.021","0.001","0.021","0.001","6383","97.41","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3651","25.742","62.783","6.492","1.086","1.716","7.680","114.370","159.213","41.507","13.494","0.020","0.001","0.024","0.001","6067","97.65","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3652","25.520","63.887","6.519","1.074","2.096","7.759","103.509","169.249","45.527","13.494","0.020","0.001","0.011","0.001","6108","97.31","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3653","25.763","70.657","6.483","1.121","2.362","7.692","115.332","162.489","42.273","13.825","0.021","0.001","0.012","0.001","6094","97.56","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3654","25.820","61.528","6.566","1.041","1.974","7.644","112.606","161.844","42.430","13.574","0.021","0.001","0.017","0.001","6296","97.85","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3655","25.657","63.639","6.401","1.072","1.779","7.774","106.202","158.734","42.369","12.855","0.021","0.001","0.024","0.001","6188","97.24","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3656","25.712","64.298","6.406","1.015","2.289","7.645","100.743","162.992","44.178","12.793","0.020","0.001","0.021","0.001","6261","97.87","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3657","25.540","65.671","6.476","1.047","1.782","7.688","105.346","156.402","41.845","12.607","0.022","0.001","0.023","0.001","6539","97.64","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3658","26.010","61.511","6.553","1.094","1.669","7.689","114.336","157.606","41.079","13.364","0.020","0.001","0.024","0.001","5912","97.60","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3659","25.896","62.211","6.394","1.126","2.273","7.728","105.508","177.037","47.382","14.260","0.022","0.001","0.020","0.001","6190","97.39","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3660","25.546","64.629","6.473","1.109","2.350","7.658","110.202","148.863","39.226","12.364","0.022","0.001","0.019","0.001","5964","97.72","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3661","25.850","66.299","6.473","1.116","2.173","7.771","117.741","182.539","47.380","15.598","0.022","0.001","0.017","0.001","6046","97.20","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3662","25.917","63.090","6.447","1.069","2.173","7.722","106.796","176.507","47.083","14.313","0.020","0.001","0.017","0.001","6002","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3663","25.434","60.124","6.463","1.041","2.053","7.676","104.016","161.088","43.268","12.882","0.020","0.001","0.012","0.001","6214","97.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3664","25.786","78.214","6.406","1.065","2.090","7.777","112.217","176.456","46.411","14.708","0.021","0.001","0.011","0.001","6131","97.23","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3665","25.599","61.937","6.386","1.041","1.742","7.657","104.810","172.687","46.295","13.863","0.021","0.001","0.023","0.001","6430","97.79","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3666","25.777","76.428","6.393","1.051","2.150","7.806","104.256","149.895","40.225","12.009","0.022","0.001","0.021","0.001","6453","97.10","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3667","26.108","79.859","6.441","1.088","2.246","7.765","106.794","181.387","48.397","14.701","0.020","0.001","0.015","0.001","6338","97.27","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3668","25.998","66.439","6.486","1.059","2.220","7.725","114.244","181.552","47.538","15.262","0.022","0.001","0.013","0.001","6067","97.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3669","26.027","59.840","6.341","1.132","1.738","7.718","108.154","168.099","44.654","13.744","0.022","0.001","0.016","0.001","5886","97.43","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3670","26.054","79.295","6.550","1.046","2.309","7.683","118.012","150.297","38.665","13.053","0.020","0.001","0.020","0.001","6489","97.67","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3671","25.628","76.042","6.448","1.108","1.921","7.800","110.573","153.090","40.319","12.728","0.021","0.001","0.014","0.001","6365","97.09","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3672","26.042","64.132","6.430","1.029","1.895","7.691","118.963","161.359","41.528","14.003","0.020","0.001","0.011","0.001","5900","97.65","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3673","25.596","70.505","6.521","1.043","2.338","7.714","113.285","168.180","44.053","14.128","0.022","0.001","0.012","0.001","6123","97.53","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3674","25.551","60.171","6.403","1.038","1.731","7.727","118.461","176.747","45.732","15.190","0.020","0.001","0.015","0.001","6430","97.48","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3675","25.547","77.721","6.522","1.099","2.196","7.769","100.783","143.044","38.801","11.209","0.022","0.001","0.020","0.001","6252","97.23","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3676","26.028","75.459","6.397","1.024","1.931","7.707","109.512","159.681","42.222","13.175","0.021","0.001","0.017","0.001","5899","97.58","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3677","25.731","62.491","6.354","1.076","1.730","7.791","119.491","172.101","44.356","14.897","0.021","0.001","0.024","0.001","6113","97.16","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"3678","25.690","77.148","6.486","1.029","2.354","7.658","106.607","157.219","41.912","12.765","0.021","0.001","0.019","0.001","6211","97.80","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
